,name,popularity
1883,Ana Jiménez,0.6
1884,Olga Navalón,0.6
1885,Jisu Choi,2.744
1886,Kang-il Kim,1.96
1887,Jeong-hwan Kong,2.893
1888,Gang He,2.968
1889,Liu Ruiqiao,0.6
1890,Jose Rosete,4.622
1891,Anna Harr,4.693
1892,Dustin Leighton,1.22
1893,Sherman Augustus,2.048
1894,Peter Pham,0.6
1895,Menzi Ngubane,1.38
1896,Sam Derakhshani,2.37
1897,Hamed Komaily,4.222
1898,Pejman Jamshidi,5.254
1899,Kacey Clarke,17.419
1900,Anuj Ranasinghe,0.84
1901,Harshi Anjumala,
1902,Thusitha Ranaweera,
1903,Cleatus Mendis,
1904,Maisie Williams,23.285
1905,Anya Taylor-Joy,31.038
1906,Charlie Heaton,15.452
1907,Nicole Crisp,0.6
1908,Eliza Wilson,
1909,Samuel Ireland,1.075
1910,Oscar Millar,0.614
1911,Anton Damgaard,
1912,Nina Lishmann,
1913,Thor Tscherning,
1914,Kasper Wilche-Lise,
1915,Ma Li,3.226
1916,Liu Tianming,
1917,Shu Ya Xin,5.247
1918,Wei Dang,1.932
1919,Meng Fei,3.223
1920,Zhonghua Li,
1921,Arya Safaee,
1922,Javad Safaee,
1923,Mohammad Safaee,
1924,Reyhane Safaei,
1925,Dan Gregory,0.84
1926,Rouge Rose,
1927,HB Gibson,0.6
1928,Shawn Pyfrom,7.881
1929,Brytnee Ratledge,1.764
1930,Amber Lynn Ashley,3.205
1931,Henry Lau,14.897
1932,Peter Ho,9.766
1933,Chenhan Lin,3.409
1934,Ceh Arseniy,
1935,Cme Ax,
1936,Blandeer,
1937,Shannon Brown,1.22
1938,Matt Pratt,0.6
1939,Réal Andrews,1.78
1940,Carl Oliverio Jr,
1941,Kwak Do-won,6.409
1942,Dae-Myung Kim,6.302
1943,Kim Hee-won,11.351
1944,Li Ji,5.453
1945,Yizhou Wang,2.744
1946,Zanjin Zhu,14.785
1947,Juliano Cazarré,2.701
1948,Paolla Oliveira,5.09
1949,Aderbal Freire Filho,0.69
1950,Jonathan Duke,
1951,Chad Dundee,
1952,Gabriel Dundee,
1953,Bilal Akbulut,
1954,Aslihan Dogru,
1955,Haktan Akbulut,
1956,Mervan Dursun,
1957,Peyton Elizabeth Lee,9.354
1958,Niles Fitch,9.108
1959,Isabella Blake-Thomas,2.347
1960,Rani Agarwal,
1961,Rajesh Banik,
1962,Rajesh Bonik,
1963,Jerry Ainsworth,
1964,Savannah Allen,
1965,Melanie Calvert Benton,0.6
1966,Joshua Brandt,
1967,Natasha Esca,8.676
1968,Alejandra Herrera,2.641
1969,Arnulfo Reyes Sanchez,1.4
1970,Omar Cruz Soto,2.744
1971,Jose David Acevedo,0.6
1972,Ricky R.,0.6
1973,Aneska Rosario,
1974,Russell Crowe,19.055
1975,Caren Pistorius,12.766
1976,Gabriel Bateman,10.854
1977,Viktoriya Agalakova,25.596
1978,Georgiy Bestaev,
1979,Khristina Blokhina,
1980,Marina Inoue,13.716
1981,Yui Ishikawa,15.603
1982,Yûki Kaji,16.202
1983,Paulo Americano,1.38
1984,Dalton Borralho,
1985,Terence Bridgett,1.956
1986,Michael Ochotorena,1.96
1987,Emmanuel Cavallo,0.6
1988,Clément Chevalier,0.6
1989,Jessica McNamee,15.466
1990,Luke Mitchell,16.159
1991,Amali Golden,5.349
1992,Rimjhim Das,1.96
1993,Anushree Dutta,
1994,Payal Ghosh,0.6
1995,Albert Celades López,
1996,Prachee Adhikari,
1997,Kavitha,3.458
1998,Lakshman Rao Kondavalasa,0.6
1999,Satya Prakash,2.503
2000,Nozomi Bandô,2.268
2001,Rei Fujita,4.335
2002,Kôji Imada,1.62
2003,Scott Adkins,24.393
2004,John Hannah,10.732
2005,Lashana Lynch,9.878
2006,Ammith Rao,0.6
2007,Kamil Shaikh,0.6
2008,Srinivas,5.484
2009,Aalmose,
2010,Avinash,2.738
2011,Avinash,2.738
2012,Carey Thring,0.6
2013,Stephen Finch,0.6
2014,Mark Jeffries,
2015,Greg Grunberg,10.662
2016,Salvator Xuereb,3.961
2017,Adrienne Wilkinson,2.823
2018,Geoffrey Lower,1.819
2019,Daniel Roebuck,7.177
2020,Marie Wilson,4.626
2021,Afp,
2022,Danielle Donahue,0.652
2023,Jamie Morgan,0.6
2024,Jeff Kirkendall,0.977
2025,Matt Long,8.725
2026,Adam Oakley,0.6
2027,Andy Woodrow,
2028,Marco Bocci,5.623
2029,Barbara Bouchet,17.134
2030,Alessio Boni,10.343
2031,Gbenga Akinnagbe,4.252
2032,Bre-Z,7.127
2033,Corey Champagne,0.6
2034,Dashawn Curley,
2035,Jiahao Ke,0.652
2036,Kwok-Lun Lee,5.206
2037,Zhu Ya,2.269
2038,Ayman el Refaie,
2039,Boris Abramov,0.6
2040,Kamilia Assem,
2041,Ahmed el-Sakka,7.977
2042,Ellen Hollman,16.1
2043,Matt Passmore,5.14
2044,Geraldine Singer,8.142
2045,Travis W Bruyer,0.871
2046,Cody Maynard,
2047,Sai Sushanth Reddy,0.6
2048,Simran Choudhary,1.646
2049,Chandini Chowdary,4.32
2050,Vidyut Jammwal,2.71
2051,Amit Sadh,0.6
2052,Mohommed Ali Shah,1.214
2053,Li-Nong Chen,2.744
2054,Xian Li,12.857
2055,Hani Kyzy,
2056,Robbie Daymond,6.47
2057,Aya Endô,12.035
2058,Tetsu Inada,4.666
2059,Shaarath Vihari,0.6
2060,Saikumar Guttikonda,
2061,Brinda Shivram,
2062,Tyrell Baker,
2063,Chloe Blue,0.6
2064,Kelli R. Brown,
2065,Tiffany Chambers,
2066,Andy Lau,19.717
2067,Ching Wan Lau,
2068,Ni Ni,13.883
2069,Masood Boomgaard,0.6
2070,Keshan Chetty,0.6
2071,Logie Naidoo,
2072,Natashia Portrag,
2073,Namit Das,2.09
2074,Trisha Kale,0.6
2075,Suresh Menon,1.4
2076,Hamish Clarke,0.6
2077,Carole Day,0.6
2078,Richard Pearce,1.473
2079,Emily Michaels,0.6
2080,Bruce Dern,8.362
2081,Ronnie Gene Blevins,12.311
2082,Clark Harris,0.6
2083,Aadith Iyer,
2084,Lydia Shreck,
2085,Giuliano Pighi,
2086,David Warner,12.225
2087,James Bessinas,
2088,Chau Bessinas,
2089,Samuel Bessinas,
2090,David Bessinas,
2091,Matthew Carter,0.98
2092,Tisa Key,
2093,Jevocas Green,0.6
2094,Scott Adkins,24.393
2095,Louis Mandylor,8.941
2096,Vladimir Kulich,10.783
2097,Parmish Verma,0.6
2098,Sonam Bajwa,2.744
2099,Navneet Kaur Dhillon,0.6
2100,Nicole Fahel,0.98
2101,Lucas Mogerley,0.6
2102,Jordan Knapp,0.6
2103,Yihan Huang,0.6
2104,Xuening Sun,8.169
2105,Haodong Zhou,1.286
2106,Tom Hanks,34.853
2107,Elisabeth Shue,31.207
2108,Stephen Graham,10.882
2109,Pantheras Freedman,
2110,Jonathan Kos-Read,6.785
2111,Feng-bin Mou,
2112,Anjana Gowda,0.6
2113,Pavan Kumar,0.6
2114,Muthuraj,0.6
2115,Scott Adkins,24.393
2116,Mario Van Peebles,8.224
2117,Steven Elder,0.828
2118,Phoebe Sparrow,2.744
2119,Daisy Aitkens,0.84
2120,Simon Dwyer-Thomas,0.828
2121,Kris Johnson,1.611
2122,Fiona Skinner,0.6
2123,Danny Midwinter,3.881
2124,Karlos Granada,0.6
2125,Ana Garcia Ponce,
2126,Baldomero Cáceres,0.6
2127,Bruce Willis,58.835
2128,Chad Michael Murray,12.662
2129,Shea Buckner,1.788
2130,Lindsey Morgan,24.437
2131,Jonathan Howard,7.36
2132,Daniel Bernhardt,13.958
2133,Wim Vandeleene,
2134,Dirk Van Hoof,
2135,Michel Gabriels,
2136,Frederic Wittouck,
2137,Li Rui Chao,
2138,Cai Pei Chi,0.6
2139,Lee Yiu Ging,2.744
2140,Gao Si Wen,
2141,Ryan Cullom,
2142,Jackson Mulkey,
2143,Daniel Salyers,3.593
2144,David Strathairn,13.304
2145,Jeffrey Dean Morgan,17.36
2146,Julian Feder,1.286
2147,Lee Partridge,0.6
2148,Mickey Rourke,20.082
2149,Joaquim de Almeida,14.922
2150,Ian Krahn,
2151,Wyatt Pearce,
2152,Garrick Hagon,5.687
2153,Mark Muñoz,0.6
2154,April Absynth,1.4
2155,Danny Trejo,18.818
2156,Junxian Li,0.6
2157,Xiaofei Sun,0.6
2158,Sean Kenealy,0.6
2159,Eric Silvera,0.6
2160,Guillaume Laurin,3.697
2161,Marie-Evelyne Lessard,3.048
2162,Réal Bossé,0.6
2163,Sathyaraj,4.309
2164,Smruthi Venkat,3.41
2165,Harish Uthaman,4.216
2166,Madhusudhan Rao,1.96
2167,Pratyush Sharma,0.6
2168,Shivani Pathak,
2169,Priyom Gautam,
2170,Mac Jolly,0.6
2171,Josh Randall,4.643
2172,Brandon Morgan,0.6
2173,Melanie Stone,10.551
2174,Brian Krause,14.625
2175,David McConnell,5.296
2176,Ottavio Taddei,1.38
2177,Teddy Rodriguez,0.6
2178,Calixto Negron,
2179,Vanessa Navarro,0.6
2180,Nadimul Islam,
2181,Tahsin Arafat,0.6
2182,Sadek Bacchu,0.6
2183,Ajay Devgn,3.139
2184,Saif Ali Khan,1.631
2185,Sharad Kelkar,0.98
2186,Jamie Foxx,19.546
2187,Joseph Gordon-Levitt,26.628
2188,Dominique Fishback,8.04
2189,Rey Cantu,
2190,Carlos Samperio,0.6
2191,Manelly Zepeda,0.6
2192,Vanessa Castellanos,0.6
2193,Mammootty,7.263
2194,Meena,4.86
2195,Siddique,3.842
2196,Chad Addison,0.931
2197,Maria Olsen,3.854
2198,Corey Feldman,5.319
2199,Guy Pearce,19.895
2200,Devon Sawa,14.031
2201,Kelly Greyson,18.261
2202,Sandro .Rise,
2203,Nad Abdoolakhan,0.6
2204,Kalubi Anastasia Zola,
2205,Hamza Abdullah,
2206,Princess Duene Duene,
2207,Mariam Jimoh,
2208,Adama Joseph,
2209,Luka Cuderman,
2210,Baylee Dopps,
2211,Tim Harris,0.6
2212,Kaival Pather,
2213,Franz Bischof,
2214,Siruan Darbandi,
2215,Thomas Geiger,0.6
2216,Kelly Baskin,
2217,Ian Camilotes,
2218,Joshua Campbell,0.6
2219,Bug Barnes,
2220,Chris Bridgewater,0.6
2221,Jason Evans,0.6
2222,Mizuki Fukui,
2223,Manikandan R. Achari,2.188
2224,Athmiya,6.531
2225,Indrans,2.783
2226,Praveen Rana,
2227,Lucas Moura,0.6
2228,José Mourinho,1.994
2229,Waise Lee,11.098
2230,Jean-Paul Ly,1.834
2231,Rous Mony,1.4
2232,Judy Norton,1.646
2233,Randy Wayne,5.647
2234,Robert Miano,2.857
2235,Josh Alford,
2236,Aaron Brown,6.815
2237,Evan Brown,0.6
2238,Robert Gilabert Cuenca,0.6
2239,Jerry Liau,1.96
2240,Nithiin,3.956
2241,Rashmika Mandanna,15.282
2242,Ajay,9.407
2243,Steve Guttenberg,17.134
2244,Joanna Pacula,11.243
2245,Tasya Teles,8.275
2246,Tom Smith,0.75
2247,Micah Woodward,0.6
2248,Chris Mooney,0.6
2249,Piyada Akaraseni,1.62
2250,Lapat Ngamchaweng,1.62
2251,Thanabat Ngamkamolchai,1.4
2252,Srinivasa Rao Kota,2.542
2253,Meka Srikanth,1.646
2254,Hiroshini Komali,
2255,Jangiri Madhumitha,2.221
2256,Priyanka Nair,1.602
2257,Sarah Natochenny,2.188
2258,Kimlinh Tran,0.6
2259,Edward Bosco,1.008
2260,Nsamba Bashir,
2261,Mugaya Faisal,
2262,Ninsiima Heavenz,
2263,Bogere Ivan,
2264,Yoo Ah-in,13.521
2265,Park Shin-Hye,16.558
2266,Jeon Bae-soo,8.387
2267,Mina Kuryû,0.6
2268,Kanehisa Tsuchiya,0.6
2269,Shun Tôdô,0.6
2270,Bryan G. Thompson,0.6
2271,Elizabeth Elise Gonzalez,0.6
2272,Cinderella Graham,3.212
2273,Liza Bakulina,0.6
2274,Yaroslav Derpak,0.6
2275,Vladyslav Dmytrenko,
2276,Ranjith,1.22
2277,Dinesh Sadasivam,0.6
2278,Smruthi Venkat,3.41
2279,Aline,5.797
2280,Dieter Broers,0.6
2281,Lexa Craft,
2282,Michelle Hunter,0.6
2283,Stephen Long,0.6
2284,Wayne W. Johnson,0.6
2285,Mu-Shaka Benson,0.6
2286,Bobes Badeau,
2287,Mark Bane,
2288,Alex Barborini,
2289,Angela Anderson,0.605
2290,Labeaud,0.6
2291,Matthew Anderson,5.837
2292,Christopher Sky,
2293,Jordan Wilson,0.98
2294,Seth Saif,
2295,Walson Jordo,
2296,Jords Walso,
2297,Liu Yitong,2.92
2298,Yuanyuan Zhao,10.851
2299,Zhihui Chen,2.588
2300,Zhenghong Guo,
2301,Xi Yan,0.6
2302,Dan Lloyd,0.6
2303,Jason Sargeant,0.6
2304,Scott Stoked,0.6
2305,Guruwuk Mununggurr,
2306,Wakarra Gondarra,0.6
2307,Mark Garrawurra,
2308,Berlin Lu,0.6
2309,Nalani Wakita,2.12
2310,Mitra Suri,1.673
2311,Mo Kheir Ali,
2312,Burak Aydin,0.6
2313,Malik Ayhan,
2314,Mustafa Ayhan,
2315,Yogi Babu,2.307
2316,Nandita Shwetha,4.964
2317,Vaibhav Reddy,0.694
2318,Eric Roberts,17.341
2319,Carol Anne Watts,2.188
2320,Julian Cavett,0.6
2321,Tobias Armand,0.6
2322,Dominick Buttner,0.6
2323,Phil Cappadora,0.6
2324,Micah Lyons,0.6
2325,Tom Sizemore,14.26
2326,Glenn Morshower,7.682
2327,Tony Devon,2.268
2328,Kendell Watts,
2329,Riccardo Segal,
2330,Allison Kramer,
2331,Zuo Cheng,0.6
2332,Angel Fuhe,2.188
2333,Hailong Gao,0.84
2334,Tarek Boudali,8.732
2335,Philippe Lacheau,8.32
2336,Julien Arruti,6.797
2337,Harika Varma Chekuri,0.6
2338,Amardeep Chowdary,0.6
2339,Santosh Devarakonda,
2340,Mahdi Sanei,
2341,Itsuki Fujii,1.38
2342,Kenta Ishida,0.6
2343,Runa Kawasaki,
2344,Savas Satis,2.268
2345,Onur Akbay,0.611
2346,Burak Akyüz,1.176
2347,Robert Paine,1.159
2348,Steve Tanabe,0.6
2349,Michael Fredianelli,2.001
2350,Greg Kriek,3.027
2351,Mellie Boozer,0.6
2352,Marcus Nelson,0.6
2353,Xu Chang Chao,
2354,Yilin Hao,0.828
2355,Feng-bin Mou,
2356,Malin Akerman,18.935
2357,Bella Thorne,20.134
2358,Dulcé Sloan,1.62
2359,Rajsekhar Aningi,4.399
2360,Backagaindancer,0.6
2361,Dimple Chopade,1.048
2362,Nedal El Shafey,1.646
2363,Ahmed Zaher,6.04
2364,Tamer Amin,0.84
2365,Varun Dhawan,3.833
2366,Sara Ali Khan,2.02
2367,Paresh Rawal,1.22
2368,Ryan Clay,0.6
2369,Tyler Hobson Dawson,
2370,Kevin Ducqets,
2371,Ed Helms,20.433
2372,Taraji P. Henson,9.276
2373,Terrence Little Gardenhigh,2.391
2374,Bob Devin Jones,
2375,Helen Hansen French,
2376,Fernando Chon-qui,
2377,Richard Grieco,13.447
2378,Jolene Andersen,1.96
2379,Douglas Tait,3.37
2380,Rasheen Ali,0.6
2381,Dianna Barker,0.6
2382,Winston Brightharp,0.6
2383,Xie Miao,0.6
2384,Sheng Nan,8.441
2385,Brad Owens,0.6
2386,Scotty Sparks,0.6
2387,William Wylie,0.6
2388,Ramón Agirre,2.188
2389,Miriam Cabeza,0.6
2390,Itziar Atienza,6.747
2391,Matt Kwiatkowski,
2392,Brant Knecht,
2393,Mark Chao,11.843
2394,Allen Deng,8.994
2395,Ziwen Wang,8.368
2396,Jinpeng Lei,0.6
2397,Zhaoyong Wu,0.6
2398,Shengye Yang,0.6
2399,Nikolaj Coster-Waldau,18.723
2400,Caleb Ellsworth-Clark,3.008
2401,Josh Cruddas,9.249
2402,Vincent J. Roth,0.6
2403,Colin Baker,2.124
2404,Tom Baker,7.522
2405,John Barrowman,11.452
2406,Shirin Kanchwala,0.7
2407,Samuthirakani,3.595
2408,Nataraja Subramanian,3.767
2409,Leticia León,1.4
2410,Leo Bucio,1.739
2411,Nestor Bojorquez,0.6
2412,Alec T.,0.6
2413,Justin T.,0.6
2414,Matthew V.,1.62
2415,Aidan Walsh,
2416,Scott Burns,2.645
2417,Andrew Chandler,0.6
2418,Dameon Clarke,2.726
2419,Jane Chua,
2420,Brian Conteh,
2421,Christopher Inlow,
2422,Micheal Lilly,
2423,David Gattis,
2424,Eric Arnold,0.6
2425,John David Washington,12.694
2426,Robert Pattinson,25.683
2427,Elizabeth Debicki,16.154
2428,Jordan Warner,
2429,Lisa Heath,
2430,Michael O'Hear,0.6
2431,Jon Summers,
2432,Ji-hye Ahn,1.286
2433,Min-ji Lee,0.6
2434,Tae-San Park,0.6
2435,Liu Yifei,30.882
2436,Donnie Yen,22.109
2437,Gong Li,24.28
2438,Lance Henriksen,22.288
2439,Natasha Henstridge,27.218
2440,Adam Beach,15.352
2441,Michael Paré,9.36
2442,Wilma Elles,7.843
2443,Joseph Camilleri,1.4
2444,Cornelia Gröschel,6.196
2445,Tim Oliver Schultz,2.999
2446,Wotan Wilke Möhring,3.616
2447,Gilles Lellouche,5.425
2448,Karim Leklou,2.342
2449,François Civil,3.018
2450,Michael Shannon,21.926
2451,Patrick Schwarzenegger,15.874
2452,Alex Pettyfer,17.313
2453,Sergio Peris-Mencheta,8.658
2454,Natasha Yarovenko,8.361
2455,Arya Babbar,1.398
2456,Akash Gautam,0.6
2457,Arsh Hundal,0.694
2458,Alex Martinez,1.388
2459,Sandra E Williams,0.6
2460,Rihana Jordin Crowl,
2461,Krissy Kapp,
2462,Biju Menon,1.4
2463,Prithviraj Sukumaran,5.536
2464,Ranjith,1.22
2465,Steve Alexander,0.6
2466,Kirk Chapman,0.6
2467,Ron Glasgow,0.6
2468,Yu Asakawa,6.415
2469,Michael Donovan,3.784
2470,Melissa Fahn,3.127
2471,John Mantrixx,
2472,Jason Chilton,0.6
2473,Kacey Samiee,
2474,Sarah Chang,0.6
2475,Marella Torre,0.6
2476,Jana Victoria,0.6
2477,Boguslaw Linda,6.091
2478,Marcin Dorocinski,5.529
2479,Cezary Pazura,2.426
2480,Ashwini Chandrashekar,0.6
2481,Kamal Govindraj,0.6
2482,Suganya,0.6
2483,Jorge Aldama,1.019
2484,Leo Bucio,1.739
2485,Luis Leonardo Bucio,0.6
2486,Peter Pham,0.6
2487,Truong Dinh Hoang,
2488,Simon Kook,1.4
2489,Yizhe Wang,5.686
2490,Haoming Ying,1.96
2491,Amith,1.96
2492,Sharath Lohitashwa,1.116
2493,Moksha,0.702
2494,Ke Maeda,1.999
2495,Arun Vijay,5.735
2496,Prasanna,4.327
2497,Priya Bhavani Shankar,4.028
2498,Sue Elliott-Nichols,1.988
2499,Tamsin Heatley,0.84
2500,Emma Tate,3.656
2501,Qi Jing-bin,0.6
2502,Zhang Pei-yue,0.972
2503,Karann Nathh,
2504,Nathalia Kaur,7.101
2505,Ganesh Venkatraman,1.96
2506,Nadav Avny,
2507,Yanir Gold,
2508,Dor Harel,
2509,Aaron Li,0.6
2510,Tina Ma,19.663
2511,Troy Wang,
2512,Rina Hashimoto,3.71
2513,Jake Allyn,3.276
2514,Frank Grillo,33.67
2515,Jorge A. Jimenez,2.932
2516,Shawn Yue,4.672
2517,Jessie Li,15.194
2518,Kara Wai,0.6
2519,Hairul Azreen,2.156
2520,Janna Nick,8.835
2521,Amerul Affendi,1.932
2522,Lydia Aberkane,0.6
2523,Jush Allen,0.6
2524,Olivia Cella,0.6
2525,Asami,21.923
2526,Hiroaki Kawatsure,4.19
2527,Mickey Koga,3.623
2528,Huiyu Ding,1.4
2529,Hoang Yen Chibi,6.208
2530,Doan Quoc Dam,0.6
2531,Le Giang,0.84
2532,Antony Francis,0.6
2533,Azhar Mohammed,
2534,Aishwarya Prashanth,
2535,Adam Corey,0.6
2536,Nicholas Lisitsin,0.6
2537,Aiden Gale,0.6
